MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D002804	C04.034.002.001	Chondroblastoma	A usually benign tumor composed of cells which arise from chondroblasts or their precursors and which tend to differentiate into cartilage cells. It occurs primarily in the epiphyses of adolescents. It is relatively rare and represents less than 2% of all primary bone tumors. The peak incidence is in the second decade of life; it is about twice as common in males as in females. (From Dorland, 27th ed; Holland et al., Cancer Medicine, 3d ed, p1846)		0	#FFFFFF
D001039	C23.055.002.001|C10.018.002.001	Aphasia, Broca	An aphasia characterized by impairment of expressive LANGUAGE (speech, writing, signs) and relative preservation of receptive language abilities (i.e., comprehension). This condition is caused by lesions of the motor association cortex in the FRONTAL LOBE (BROCA AREA and adjacent cortical and white matter regions).		0	#FFFFFF
D012183	C23.150.001	Retrograde Degeneration	Pathologic changes that occur in the axon and cell body of a neuron proximal to an axonal lesion. The process is characterized by central chromatolysis which features flattening and displacement of the nucleus, loss of Nissl bodies, and cellular edema. Central chromatolysis primarily occurs in lower motor neurons.		0	#FFFFFF
D065631	C20.020.004|C08.008.004.001|C09.004.004.001|C08.011.004	Rhinitis, Allergic	An inflammation of the NASAL MUCOSA triggered by ALLERGENS.		0	#FFFFFF
D054969	C10.010.004	Primary Dysautonomias	Disorders of the AUTONOMIC NERVOUS SYSTEM occurring as a primary condition. Manifestations can involve any or all body systems but commonly affect the BLOOD PRESSURE and HEART RATE.		0	#FFFFFF
D011218	C16.233|C18.060.007|C10.031.005	Prader-Willi Syndrome	An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother (UNIPARENTAL DISOMY) which are imprinted (GENETIC IMPRINTING) and hence silenced. Clinical manifestations include MENTAL RETARDATION; MUSCULAR HYPOTONIA; HYPERPHAGIA; OBESITY; short stature; HYPOGONADISM; STRABISMUS; and HYPERSOMNOLENCE. (Menkes, Textbook of Child Neurology, 5th ed, p229)		0	#FFFFFF
D010494	C14.003.020.001	Pericarditis, Constrictive	Inflammation of the PERICARDIUM that is characterized by the fibrous scarring and adhesion of both serous layers, the VISCERAL PERICARDIUM and the PARIETAL PERICARDIUM leading to the loss of pericardial cavity. The thickened pericardium severely restricts cardiac filling. Clinical signs include FATIGUE, muscle wasting, and WEIGHT LOSS.		0	#FFFFFF
D007037	C19.010.005	Hypothyroidism	A syndrome that results from abnormally low secretion of THYROID HORMONES from the THYROID GLAND, leading to a decrease in BASAL METABOLIC RATE. In its most severe form, there is accumulation of MUCOPOLYSACCHARIDES in the SKIN and EDEMA, known as MYXEDEMA. It may be primary or secondary due to other pituitary disease, or hypothalamic dysfunction.		0	#FFFFFF
D055665	C23.181|C15.001.002.007	Purpura Fulminans	A severe, rapidly fatal reaction occurring most commonly in children following an infectious illness. It is characterized by large, rapidly spreading skin hemorrhages, fever, or shock. Purpura fulminans often accompanies or is triggered by DISSEMINATED INTRAVASCULAR COAGULATION.		0	#FFFFFF
D004672	C01.012.009.001.001.002|C10.014.002.005.002.001.002|C10.014.002.009.001.001.002|C01.054.013.007.001.002|C01.052.001.003.002|C10.014.001.019.003.001.001.002|C01.054.002.004.002|C01.012.005.002.001.002|C10.048.001.003.001.001.002|C01.054.013.006.002|C01.054.004.001.001.002	Encephalitis, Japanese	A mosquito-borne encephalitis caused by the Japanese B encephalitis virus (ENCEPHALITIS VIRUS, JAPANESE) occurring throughout Eastern Asia and Australia. The majority of infections occur in children and are subclinical or have features limited to transient fever and gastrointestinal symptoms. Inflammation of the brain, spinal cord, and meninges may occur and lead to transient or permanent neurologic deficits (including a POLIOMYELITIS-like presentation); SEIZURES; COMA; and death. (From Adams et al., Principles of Neurology, 6th ed, p751; Lancet 1998 Apr 11;351(9109):1094-7)		0	#FFFFFF
D054078	C10.014.001.008.001.017|C18.010.001.017|C16.126.004|C18.011.017|C16.225.004|C20.015.001.001|C16.032.017|C18.062.004|C15.001.004.004.001	Mevalonate Kinase Deficiency	Autosomal recessive disorder caused by mutations in the mevalonate kinase gene. Because of the mutations cholesterol biosynthesis is disrupted and MEVALONIC ACID accumulates. It is characterized by a range of symptoms, including dysmorphic FACIES, psychomotor retardation, CATARACT, hepatosplenomegaly, CEREBELLAR ATAXIA, elevated IMMUNOGLOBULIN D, and recurrent febrile crises with FEVER; LYMPHADENOPATHY; ARTHRALGIA; EDEMA; and rash.		0	#FFFFFF
D009261	C16.200|C17.002.047.001|C05.018.016	Nail-Patella Syndrome	A syndrome of multiple abnormalities characterized by the absence or hypoplasia of the PATELLA and congenital nail dystrophy. It is a genetically determined autosomal dominant trait.		0	#FFFFFF
D020857	C05.018.009|C05.014	Hallux Limitus	A bony proliferation and articular degeneration of the first METATARSOPHALANGEAL JOINT that is characterized by pain and a progressive decrease in the dorsiflexion range of motion.		0	#FFFFFF
D007827	C08.006.005|C01.039.005|C08.012.005|C09.003.005	Laryngitis	Inflammation of the LARYNGEAL MUCOSA, including the VOCAL CORDS. Laryngitis is characterized by irritation, edema, and reduced pliability of the mucosa leading to VOICE DISORDERS such as APHONIA and HOARSENESS.		0	#FFFFFF
D020016	C15.001.002.001.001|C16.030.001|C15.001.002.002.001|C15.001.016.001	Activated Protein C Resistance	A hemostatic disorder characterized by a poor anticoagulant response to activated protein C (APC). The activated form of Factor V (Factor Va) is more slowly degraded by activated protein C. Factor V Leiden mutation (R506Q) is the most common cause of APC resistance.		0	#FFFFFF
D001161	C14.005.007.001	Arteriosclerosis	Thickening and loss of elasticity of the walls of ARTERIES of all sizes. There are many forms classified by the types of lesions and arteries involved, such as ATHEROSCLEROSIS with fatty lesions in the ARTERIAL INTIMA of medium and large muscular arteries.		0	#FFFFFF
D023981	C04.026.004.007|C04.034.005.020	Sarcoma, Myeloid	An extramedullary tumor of immature MYELOID CELLS or MYELOBLASTS. Granulocytic sarcoma usually occurs with or follows the onset of ACUTE MYELOID LEUKEMIA.		0	#FFFFFF
D017593	F03.013.003.001.002|C10.025.003.001.002	Kleine-Levin Syndrome	A rare condition characterized by recurrent hypersomnias associated with hyperphagia, occurring primarily in males in the second to third decade of life. Clinical features include mental confusion, excessive sleep requirements (approximately 18 hours per day), restlessness, and in some cases hallucinations. Episodes have a duration of days to weeks, and may recur several times per year. This condition may resolve spontaneously over several years. (From Adams, et al., Principles of Neurology, 6th ed, p569)		0	#FFFFFF
D006525	C01.054.010|C06.008.008.003	Hepatitis, Viral, Human	INFLAMMATION of the LIVER in humans due to infection by VIRUSES. There are several significant types of human viral hepatitis with infection caused by enteric-transmission (HEPATITIS A; HEPATITIS E) or blood transfusion (HEPATITIS B; HEPATITIS C; and HEPATITIS D).		0	#FFFFFF
D056685	C05.006|C16.058	Costello Syndrome	Rare congenital disorder with multiple anomalies including: characteristic dysmorphic craniofacial features, musculoskeletal abnormalities, neurocognitive delay, and high prevalence of cancer. Germline mutations in H-Ras protein can cause Costello syndrome. Costello syndrome shows early phenotypic overlap with other disorders that involve MAP KINASE SIGNALING SYSTEM (e.g., NOONAN SYNDROME and cardiofaciocutaneous syndrome).		0	#FFFFFF
D004931	C06.005.001.004.002	Esophageal Achalasia	A motility disorder of the ESOPHAGUS in which the LOWER ESOPHAGEAL SPHINCTER (near the CARDIA) fails to relax resulting in functional obstruction of the esophagus, and DYSPHAGIA. Achalasia is characterized by a grossly contorted and dilated esophagus (megaesophagus).		0	#FFFFFF
D001112	C11.008.004.001	Arcus Senilis	A corneal disease in which there is a deposition of phospholipid and cholesterol in the corneal stroma and anterior sclera.		0	#FFFFFF
D058267	C01.032.015.001.001	Flea Infestations	Parasitic attack by members of the order SIPHONAPTERA.		0	#FFFFFF
D010859	C17.002.057|C23.165	Pigmentation Disorders	Diseases affecting PIGMENTATION, including SKIN PIGMENTATION.		0	#FFFFFF
D004653	C23.111.004|C01.019	Empyema	Presence of pus in a hollow organ or body cavity.		0	#FFFFFF
D009807	C04.004.002.002|C05.017.004.002|C07.005.004.002	Odontogenic Cysts	Cysts found in the jaws and arising from epithelium involved in tooth formation. They include follicular cysts (e.g., primordial cyst, dentigerous cyst, multilocular cyst), lateral periodontal cysts, and radicular cysts. They may become keratinized (odontogenic keratocysts). Follicular cysts may give rise to ameloblastomas and, in rare cases, undergo malignant transformation.		0	#FFFFFF
D015823	C11.008.006.001|C11.011.005.001|C01.032.013.001.001|C01.032.006.001	Acanthamoeba Keratitis	Infection of the cornea by an ameboid protozoan which may cause corneal ulceration leading to blindness.		0	#FFFFFF
D014385	C01.005.001.011.001.003.002.008|C06.005.007	Tuberculosis, Gastrointestinal	TUBERCULOSIS that involves any region of the GASTROINTESTINAL TRACT, mostly in the distal ILEUM and the CECUM. In most cases, MYCOBACTERIUM TUBERCULOSIS is the pathogen. Clinical features include ABDOMINAL PAIN; FEVER; and palpable mass in the ileocecal area.		0	#FFFFFF
D002296	C04.034.005.002|C04.033.007	Carcinosarcoma	A malignant neoplasm that contains elements of carcinoma and sarcoma so extensively intermixed as to indicate neoplasia of epithelial and mesenchymal tissue. (Stedman, 25th ed)		0	#FFFFFF
D057045	C08.006.007|C06.005.001.004.004.001	Laryngopharyngeal Reflux	Back flow of gastric contents to the LARYNGOPHARYNX where it comes in contact with tissues of the upper aerodigestive tract. Laryngopharyngeal reflux is an extraesophageal manifestation of GASTROESOPHAGEAL REFLUX.		0	#FFFFFF
D000080311	C10.067	Synesthesia	The experience of involuntary sensory cross activation where the presentation of a particular stimulus elicits a secondary sensory-perceptual experience. It most commonly occurs in the association of color with linguistic stimuli such as letters, numbers, words, or music, but can also occur between other senses. Although synesthesia can be acquired or transient due to trauma or drug use, there is also a strong genetic component, with a prevalence of about 1 in 2,000 individuals and a female to male ratio of 6:1.		0	#FFFFFF
D013354	C10.014.002.006|C01.019.002|C01.012.006|C23.111.004.002	Empyema, Subdural	An intracranial or rarely intraspinal suppurative process invading the space between the inner surface of the DURA MATER and the outer surface of the ARACHNOID.		0	#FFFFFF
D005902	C11.023.001.003	Glaucoma, Open-Angle	Glaucoma in which the angle of the anterior chamber is open and the trabecular meshwork does not encroach on the base of the iris.		0	#FFFFFF
D009464	C04.045.002.001|C09.002.010.002.001|C10.021.014.002|C09.005.003|C04.035.006.004.008.001|C04.045.004.001.001|C10.021.004.001|C04.039.002.002.001.001|C04.039.003.004.008.001	Neuroma, Acoustic	A benign SCHWANNOMA of the eighth cranial nerve (VESTIBULOCOCHLEAR NERVE), mostly arising from the vestibular branch (VESTIBULAR NERVE) during the fifth or sixth decade of life. Clinical manifestations include HEARING LOSS; HEADACHE; VERTIGO; TINNITUS; and FACIAL PAIN. Bilateral acoustic neuromas are associated with NEUROFIBROMATOSIS 2. (From Adams et al., Principles of Neurology, 6th ed, p673)		0	#FFFFFF
D009222	C10.043|C23.143	Myotonia	Prolonged failure of muscle relaxation after contraction. This may occur after voluntary contractions, muscle percussion, or electrical stimulation of the muscle. Myotonia is a characteristic feature of MYOTONIC DISORDERS.		0	#FFFFFF
D014777	C01.054	Virus Diseases	A general term for diseases caused by viruses.		0	#FFFFFF
D007402	C17.002.074.005|C17.002.010.010	Intertrigo	A superficial dermatitis occurring on skin surfaces in contact with each other, such as the axillae, neck creases, intergluteal fold, between the toes, etc. Obesity is a predisposing factor. The condition is caused by moisture and friction and is characterized by erythema, maceration, burning, and exudation.		0	#FFFFFF
D020271	C16.129|C10.045.001	Heredodegenerative Disorders, Nervous System	Inherited disorders characterized by progressive atrophy and dysfunction of anatomically or physiologically related neurologic systems.		0	#FFFFFF
D045826	C01.005.001.010.014	Flavobacteriaceae Infections	Infections with bacteria of the family FLAVOBACTERIACEAE.		0	#FFFFFF
D016606	C04.015.009.002|C19.005.009.002|C19.010.007.002|C04.023.007.002	Thyroid Nodule	A small circumscribed mass in the THYROID GLAND that can be of neoplastic growth or non-neoplastic abnormality. It lacks a well-defined capsule or glandular architecture. Thyroid nodules are often benign but can be malignant. The growth of nodules can lead to a multinodular goiter (GOITER, NODULAR).		0	#FFFFFF
D010787	C17.002.055	Photosensitivity Disorders	Abnormal responses to sunlight or artificial light due to extreme reactivity of light-absorbing molecules in tissues. It refers almost exclusively to skin photosensitivity, including sunburn, reactions due to repeated prolonged exposure in the absence of photosensitizing factors, and reactions requiring photosensitizing factors such as photosensitizing agents and certain diseases. With restricted reference to skin tissue, it does not include photosensitivity of the eye to light, as in photophobia or photosensitive epilepsy.		0	#FFFFFF
D012523	C01.032.013.005.004	Sarcocystosis	Infection of the striated muscle of mammals by parasites of the genus SARCOCYSTIS. Disease symptoms such as vomiting, diarrhea, muscle weakness, and paralysis are produced by sarcocystin, a toxin produced by the organism.		0	#FFFFFF
D020966	C05.025.023|C10.049.004.005	Muscular Disorders, Atrophic	Disorders characterized by an abnormal reduction in muscle volume due to a decrease in the size or number of muscle fibers. Atrophy may result from diseases intrinsic to muscle tissue (e.g., MUSCULAR DYSTROPHY) or secondary to PERIPHERAL NERVOUS SYSTEM DISEASES that impair innervation to muscle tissue (e.g., MUSCULAR ATROPHY, SPINAL).		0	#FFFFFF
D061219	C10.070.002.007|C10.021.003.007|C10.021.009.002	Olfactory Nerve Injuries	Traumatic injuries to the OLFACTORY NERVE. It may result in various olfactory dysfunction including a complete loss of smell.		0	#FFFFFF
D020162	C18.003.014.004|C18.011.025.004|C10.014.001.008.001.025.004|C16.012.015.004|C16.032.025.004|C18.010.001.025.004	Hyperargininemia	A rare autosomal recessive disorder of the urea cycle. It is caused by a deficiency of the hepatic enzyme ARGINASE. Arginine is elevated in the blood and cerebrospinal fluid, and periodic HYPERAMMONEMIA may occur. Disease onset is usually in infancy or early childhood. Clinical manifestations include seizures, microcephaly, progressive mental impairment, hypotonia, ataxia, spastic diplegia, and quadriparesis. (From Hum Genet 1993 Mar;91(1):1-5; Menkes, Textbook of Child Neurology, 5th ed, p51)		0	#FFFFFF
D005888	C07.007.021.001.004.001|C01.022.001	Gingival Pocket	An abnormal extension of a gingival sulcus not accompanied by the apical migration of the epithelial attachment.		0	#FFFFFF
D006015	C16.113.009|C16.115|C18.023.009	Glycogen Storage Disease Type VIII	An x-linked recessive hepatic glycogen storage disease resulting from lack of expression of phosphorylase-b-kinase activity. Symptoms are relatively mild; hepatomegaly, increased liver glycogen, and decreased leukocyte phosphorylase are present. Liver shrinkage occurs in response to glucagon.		0	#FFFFFF
D015430	C23.218	Weight Gain	Increase in BODY WEIGHT over existing weight.		0	#FFFFFF
D002812	C04.034.002.002	Chondroma	A benign neoplasm derived from mesodermal cells that form cartilage. It may remain within the substance of a cartilage or bone (true chondroma or enchondroma) or may develop on the surface of a cartilage (ecchondroma or ecchondrosis). (Dorland, 27th ed; Stedman, 25th ed)		0	#FFFFFF
D000072658	C14.003.017.005.004|C23.115.002.003.004|C23.147.003.003.004|C14.005.024.005.004	Non-ST Elevated Myocardial Infarction	A myocardial infarction that does not produce elevations in the ST segments of the ELECTROCARDIOGRAM. ST segment elevation of the ECG is often used in determining the treatment protocol (see also ST Elevation Myocardial Infarction).		0	#FFFFFF
D011018	C08.012.012.005.003|C01.005.001.011.008.005.002|C01.039.012.005.003|C08.007.015.005.003|C01.005.001.013.003	Pneumonia, Pneumococcal	A febrile disease caused by STREPTOCOCCUS PNEUMONIAE.		0	#FFFFFF
D020167	C10.014.001.008.001.009|C16.032.009|C18.010.001.009|C18.003.006|C18.011.009|C16.012.006	Hyperlysinemias	A group of inherited metabolic disorders which have in common elevations of serum LYSINE levels. Enzyme deficiencies of alpha-aminoadipic semialdehyde dehydrogenase and the SACCHAROPINE DEHYDROGENASES have been associated with hyperlysinemia. Clinical manifestations include mental retardation, recurrent emesis, hypotonia, lethargy, diarrhea, and developmental delay. (From Menkes, Textbook of Child Neurology, 5th ed, p56)		0	#FFFFFF
D017241	C16.032.013|C10.049.004.004.001.001|C10.014.001.014.004.004|C14.005.010.004.004|C18.011.013|C10.014.001.008.001.013|C05.025.017.001.001|C18.010.001.013|C18.056.005.001.001	MELAS Syndrome	A mitochondrial disorder characterized by focal or generalized seizures, episodes of transient or persistent neurologic dysfunction resembling strokes, and ragged-red fibers on muscle biopsy. Affected individuals tend to be normal at birth through early childhood, then experience growth failure, episodic vomiting, and recurrent cerebral insults resulting in visual loss and hemiparesis. The cortical lesions tend to occur in the parietal and occipital lobes and are not associated with vascular occlusion. VASCULAR HEADACHE is frequently associated and the disorder tends to be familial. (From Joynt, Clinical Neurology, 1992, Ch56, p117)		0	#FFFFFF
D010391	C20.004.024|C17.002.079.008	Pemphigoid, Bullous	A chronic and relatively benign subepidermal blistering disease usually of the elderly and without histopathologic acantholysis.		0	#FFFFFF
D021182	C20.024	Wheat Hypersensitivity	Allergic reaction to wheat that is triggered by the immune system.		0	#FFFFFF
D006425	C15	Hemic and Lymphatic Diseases	Hematologic diseases and diseases of the lymphatic system collectively. Hemic diseases include disorders involving the formed elements (e.g., ERYTHROCYTE AGGREGATION, INTRAVASCULAR) and chemical components (e.g., BLOOD PROTEIN DISORDERS); lymphatic diseases include disorders relating to lymph, lymph nodes, and lymphocytes.		0	#FFFFFF
D013742	C01.005.001.011.004.004	Tetanus	A disease caused by tetanospasmin, a powerful protein toxin produced by CLOSTRIDIUM TETANI. Tetanus usually occurs after an acute injury, such as a puncture wound or laceration. Generalized tetanus, the most common form, is characterized by tetanic muscular contractions and hyperreflexia. Localized tetanus presents itself as a mild condition with manifestations restricted to muscles near the wound. It may progress to the generalized form.		0	#FFFFFF
D018292	C04.036.005.006.002|C04.036.001.017.002	Cystadenoma, Papillary	A benign neoplasm of the ovary.		0	#FFFFFF
D016463	C17.002.020.007	Sweet Syndrome	Condition characterized by large, rapidly extending, erythematous, tender plaques on the upper body usually accompanied by fever and dermal infiltration of neutrophilic leukocytes. It occurs mostly in middle-aged women, is often preceded by an upper respiratory infection, and clinically resembles ERYTHEMA MULTIFORME. Sweet syndrome is associated with LEUKEMIA.		0	#FFFFFF
D014126	C01.032.013.005.005.003|C01.032.006.003|C11.011.005.003	Toxoplasmosis, Ocular	Infection caused by the protozoan parasite TOXOPLASMA in which there is extensive connective tissue proliferation, the retina surrounding the lesions remains normal, and the ocular media remain clear. Chorioretinitis may be associated with all forms of toxoplasmosis, but is usually a late sequel of congenital toxoplasmosis. The severe ocular lesions in infants may lead to blindness.		0	#FFFFFF
D012779	C05.003.002.025|C16.254|C05.034	Short Rib-Polydactyly Syndrome	A syndrome inherited as an autosomal recessive trait and incompatible with life. The main features are narrow thorax, short ribs, scapular and pelvic dysplasia, and polydactyly.		0	#FFFFFF
D020268	C10.050.003	Alcohol-Induced Disorders, Nervous System	Acute and chronic neurologic disorders associated with the various neurologic effects of ETHANOL. Primary sites of injury include the brain and peripheral nerves.		0	#FFFFFF
D007877	C08.012.006.001|C01.005.001.010.017.001|C01.039.006.001	Legionnaires' Disease	An acute, sometimes fatal, pneumonia-like bacterial infection characterized by high fever, malaise, muscle aches, respiratory disorders and headache. It is named for an outbreak at the 1976 Philadelphia convention of the American Legion.		0	#FFFFFF
D020513	C16.220.002|C05.025.030.002|C10.049.004.010.002|C18.061.002	Paralysis, Hyperkalemic Periodic	An autosomal dominant familial disorder which presents in infancy or childhood and is characterized by episodes of weakness associated with hyperkalemia. During attacks, muscles of the lower extremities are initially affected, followed by the lower trunk and arms. Episodes last from 15-60 minutes and typically occur after a period of rest following exercise. A defect in skeletal muscle sodium channels has been identified as the cause of this condition. Normokalemic periodic paralysis is a closely related disorder marked by a lack of alterations in potassium levels during attacks of weakness. (Adams et al., Principles of Neurology, 6th ed, p1481)		0	#FFFFFF
D052798	C12.006.009.011.001.001|C12.010.005.011.001.001	Balanitis Xerotica Obliterans	An atrophic and sclerotic condition of the head of the PENIS, glans penis. Sometimes it leads to stenosis and occasionally obliteration of the external meatal orifice.		0	#FFFFFF
D000078064	C23.218.001	Gestational Weight Gain	Increase in body weight of the mother during the course of her PREGNANCY.		0	#FFFFFF
D001922	C01.002.002|C10.014.001.007|C01.012.001|C10.014.002.001	Brain Abscess	A circumscribed collection of purulent exudate in the brain, due to bacterial and other infections. The majority are caused by spread of infected material from a focus of suppuration elsewhere in the body, notably the PARANASAL SINUSES, middle ear (see EAR, MIDDLE); HEART (see also ENDOCARDITIS, BACTERIAL), and LUNG. Penetrating CRANIOCEREBRAL TRAUMA and NEUROSURGICAL PROCEDURES may also be associated with this condition. Clinical manifestations include HEADACHE; SEIZURES; focal neurologic deficits; and alterations of consciousness. (Adams et al., Principles of Neurology, 6th ed, pp712-6)		0	#FFFFFF
D000080037	F03.034.002.002.001	Historical Trauma	Clinical distress among descendants of survivors of mass trauma, as if they had suffered through the same extreme historic circumstances. Symptoms may persist through generations.		0	#FFFFFF
D002310	C14.003.008.002	Cardiomyopathy, Alcoholic	Disease of CARDIAC MUSCLE resulting from chronic excessive alcohol consumption. Myocardial damage can be caused by: (1) a toxic effect of alcohol; (2) malnutrition in alcoholics such as THIAMINE DEFICIENCY; or (3) toxic effect of additives in alcoholic beverages such as COBALT. This disease is usually manifested by DYSPNEA and palpitations with CARDIOMEGALY and congestive heart failure (HEART FAILURE).		0	#FFFFFF
D006964	C19.008.003|C10.014.001.023.004.002	Hyperpituitarism	Disease of the glandular, anterior portion of the pituitary (PITUITARY GLAND, ANTERIOR) resulting in hypersecretion of ADENOHYPOPHYSEAL HORMONES such as GROWTH HORMONE; PROLACTIN; THYROTROPIN; LUTEINIZING HORMONE; FOLLICLE STIMULATING HORMONE ; and ADRENOCORTICOTROPIC HORMONE. Hyperpituitarism usually is caused by a functional ADENOMA.		0	#FFFFFF
D056734	C17.002.044|C17.002.027.006|C16.191	Monilethrix	Rare autosomal dominant disorder of the hair shaft. The clinical features of the disease include HYPOTRICHOSIS, dry, and/or brittle hair, with varying degrees of ALOPECIA. Mutations in the hair-specific keratin genes KRTHB1, KRTHB3, or KRTHB6 are associated with monilethrix. Autosomal recessive monilethrix with limited HYPOTRICHOSIS are also known. Mutations in Dsg4, Liph, and P2ry5 protein genes are associated with the recessive form of monilethrix.		0	#FFFFFF
D003231	C11.007.002	Conjunctivitis	INFLAMMATION of the CONJUNCTIVA.		0	#FFFFFF
D012227	C01.032.011.001	Rhinosporidiosis	Chronic, localized granulomatous infection of mucocutaneous tissues, especially the NOSE, and characterized by HYPERPLASIA and the development of POLYPS. It is found in humans and other animals and is caused by the mesomycetozoean organism RHINOSPORIDIUM SEEBERI.		0	#FFFFFF
D017445	C17.002.078	Skin Diseases, Vascular	Skin diseases affecting or involving the cutaneous blood vessels and generally manifested as inflammation, swelling, erythema, or necrosis in the affected area.		0	#FFFFFF
D013106	C16.181.004.005|C16.176.004|C18.010.001.012.005|C18.049.004.005|C18.046.011.004|C10.014.001.008.001.012.005|C18.047.004|C18.011.012.005|C16.032.012.005	Sphingolipidoses	A group of inherited metabolic disorders characterized by the intralysosomal accumulation of SPHINGOLIPIDS primarily in the CENTRAL NERVOUS SYSTEM and to a variable degree in the visceral organs. They are classified by the enzyme defect in the degradation pathway and the substrate accumulation (or storage). Clinical features vary in subtypes but neurodegeneration is a common sign.		0	#FFFFFF
D010257	C04.050	Paraneoplastic Syndromes	In patients with neoplastic diseases a wide variety of clinical pictures which are indirect and usually remote effects produced by tumor cell metabolites or other products.		0	#FFFFFF
D000074270	C06.005.004.014.003	Meconium Ileus	Intestinal obstruction caused by congealed MECONIUM in the distal ILEUM and CECUM. It presents shortly after birth as a failure to pass meconium and frequently occurs in infants with CYSTIC FIBROSIS.		0	#FFFFFF
D012553	C01.052.009.002|C12.017.005.003|C12.010.015.005.003|C01.032.007.004.007.002|C01.049.003|C12.004.005.015.005.003	Schistosomiasis haematobia	A human disease caused by the infection of parasitic worms SCHISTOSOMA HAEMATOBIUM. It is endemic in AFRICA and parts of the MIDDLE EAST. Tissue damages most often occur in the URINARY TRACT, specifically the URINARY BLADDER.		0	#FFFFFF
D011227	C14.003.001.011.002|C14.003.003.005.002	Pre-Excitation, Mahaim-Type	A form of ventricular pre-excitation characterized by a normal PR interval and a long QRS interval with an initial slow deflection (delta wave). In this syndrome, the atrial impulse travel to the ventricle via the MAHAIM FIBERS which connect ATRIOVENTRICULAR NODE directly to the right ventricle wall (NODOVENTRICULAR ACCESSORY PATHWAY) or to the RIGHT BUNDLE BRANCH OF HIS (nodofascicular accessory pathway).		0	#FFFFFF
D018288	C04.036.002.010	Carcinoma, Small Cell	An anaplastic, highly malignant, and usually bronchogenic carcinoma composed of small ovoid cells with scanty neoplasm. It is characterized by a dominant, deeply basophilic nucleus, and absent or indistinct nucleoli. (From Stedman, 25th ed; Holland et al., Cancer Medicine, 3d ed, p1286-7)		0	#FFFFFF
D004941	C06.005.001.008|C06.005.002.008	Esophagitis	INFLAMMATION, acute or chronic, of the ESOPHAGUS caused by BACTERIA, chemicals, or TRAUMA.		0	#FFFFFF
D013281	C07.007.024.002	Stomatitis, Aphthous	A recurrent disease of the oral mucosa of unknown etiology. It is characterized by small white ulcerative lesions, single or multiple, round or oval. Two to eight crops of lesions occur per year, lasting for 7 to 14 days and then heal without scarring. (From Jablonski's Dictionary of Dentistry, 1992, p742)		0	#FFFFFF
D003865	F03.017.002.002	Depressive Disorder, Major	Disorder in which five (or more) of the following symptoms have been present during the same 2-week period and represent a change from previous functioning; at least one of the symptoms is either (1) depressed mood or (2) loss of interest or pleasure. Symptoms include: depressed mood most of the day, nearly every daily; markedly diminished interest or pleasure in activities most of the day, nearly every day; significant weight loss when not dieting or weight gain; Insomnia or hypersomnia nearly every day; psychomotor agitation or retardation nearly every day; fatigue or loss of energy nearly every day; feelings of worthlessness or excessive or inappropriate guilt; diminished ability to think or concentrate, or indecisiveness, nearly every day; or  recurrent thoughts of death, recurrent suicidal ideation without a specific plan, or a suicide attempt. (DSM-5)		0	#FFFFFF
D010484	C07.005.009.001.002|C07.007.021.003.001.002|C07.007.021.006.003.002	Periapical Granuloma	Chronic nonsuppurative inflammation of periapical tissue resulting from irritation following pulp disease or endodontic treatment.		0	#FFFFFF
D042883	C06.002.004.002|C06.002.001.006.002	Choledocholithiasis	Presence or formation of GALLSTONES in the COMMON BILE DUCT.		0	#FFFFFF
D013277	C06.005.006.012	Stomach Volvulus	Twisting of the STOMACH that may result in gastric ISCHEMIA and GASTRIC OUTLET OBSTRUCTION. It is often associated with DIAPHRAGMATIC HERNIA.		0	#FFFFFF
D000083262	C10.014.001.014.012.003.001|C14.005.010.011.003.001	Embolic Stroke	An ischemic stroke due to a blood clot, emboli or other types of blockage which forms somewhere other than the brain and subsequently travels near and restricts blood flow to the brain. Most often the origin of the clot is from the heart and is referred to as cardioembolic stroke.		0	#FFFFFF
D013592	C01.005.001.010.028.003.002.006|C01.005.001.010.029.002.006|C01.046	Syphilis, Latent	The stage of syphilis that occurs following the primary (CHANCRE) and secondary stages. The patient is asymptomatic at the latent stage but remains seropositive for the SPIROCHETE.		0	#FFFFFF
D020760	C10.014.007.010.001|C14.005.033.001	Spinal Cord Ischemia	Reduced blood flow to the spinal cord which is supplied by the anterior spinal artery and the paired posterior spinal arteries. This condition may be associated with ARTERIOSCLEROSIS, trauma, emboli, diseases of the aorta, and other disorders. Prolonged ischemia may lead to INFARCTION of spinal cord tissue.		0	#FFFFFF
D007873	C05.003.017.002.001	Legg-Calve-Perthes Disease	A particular type of FEMUR HEAD NECROSIS occurring in children, mainly male, with a course of four years or so.		0	#FFFFFF
D016107	C17.002.019.001|C16.088.001|C17.002.079.003.001	Epidermolysis Bullosa Acquisita	Form of epidermolysis bullosa characterized by trauma-induced, subepidermal blistering with no family history of the disease. Direct immunofluorescence shows IMMUNOGLOBULIN G deposited at the dermo-epidermal junction.		0	#FFFFFF
D013130	C05.003.018.008	Spinal Stenosis	Narrowing of the spinal canal.		0	#FFFFFF
