ATC code	Level	Label	Comment	Counts [COVID-19 drugs]	Color
N03AA30	5	metharbital		0	#FFFFFF
R01AD13	5	ciclesonide		0	#FFFFFF
J05AX01	5	moroxydine		0	#FFFFFF
D10AF04	5	meclocycline		0	#FFFFFF
A10BF01	5	acarbose		0	#FFFFFF
N02BA79	5	dipyrocetyl, combinations with psycholeptics		0	#FFFFFF
N06BA11	5	dexmethylphenidate		0	#FFFFFF
N01BX02	5	dyclonine		0	#FFFFFF
P01BD51	5	pyrimethamine, combinations		0	#FFFFFF
G03DC01	5	allylestrenol		0	#FFFFFF
M01AE16	5	alminoprofen		0	#FFFFFF
L02AE05	5	histrelin		0	#FFFFFF
L01AA01	5	cyclophosphamide		0	#FFFFFF
L01XA04	5	satraplatin		0	#FFFFFF
N01AX05	5	alfaxalone		0	#FFFFFF
J01GB04	5	kanamycin		0	#FFFFFF
G03XX01	5	prasterone		0	#FFFFFF
L01EM03	5	alpelisib		0	#FFFFFF
R03AC03	5	terbutaline		0	#FFFFFF
S01AA28	5	vancomycin		0	#FFFFFF
L01XC33	5	cemiplimab		0	#FFFFFF
L01EX15	5	pexidartinib		0	#FFFFFF
C04AE54	5	dihydroergocristine, combinations		0	#FFFFFF
A01AA02	5	sodium monofluorophosphate		0	#FFFFFF
N01AH04	5	phenoperidine		0	#FFFFFF
A03AB21	5	fenpiverinium		0	#FFFFFF
S01AA01	5	chloramphenicol		0	#FFFFFF
D01AA01	5	nystatin		0	#FFFFFF
R03AC12	5	salmeterol		0	#FFFFFF
M01AX02	5	niflumic acid		0	#FFFFFF
B01AC09	5	epoprostenol		0	#FFFFFF
D07AB05	5	fluperolone		0	#FFFFFF
A02BX08	5	sulglicotide		0	#FFFFFF
G03GB01	5	cyclofenil		0	#FFFFFF
J02AC01	5	fluconazole		0	#FFFFFF
C10AA02	5	lovastatin		0	#FFFFFF
L02BG03	5	anastrozole		0	#FFFFFF
A01AB22	5	doxycycline		0	#FFFFFF
V03AB25	5	flumazenil		0	#FFFFFF
S01AA25	5	azidamfenicol		0	#FFFFFF
J01CE06	5	penamecillin		0	#FFFFFF
L01EB01	5	gefitinib		0	#FFFFFF
R01AX02	5	retinol		0	#FFFFFF
M03BA05	5	febarbamate		0	#FFFFFF
S01AE08	5	besifloxacin		0	#FFFFFF
M01AE17	5	dexketoprofen		0	#FFFFFF
V08AD04	5	iofendylate		0	#FFFFFF
G04BA01	5	ammonium chloride		0	#FFFFFF
B06AC01	5	c1-inhibitor, plasma derived		0	#FFFFFF
N06BA07	5	modafinil		0	#FFFFFF
N04CX01	5	istradefylline		0	#FFFFFF
R01BA51	5	phenylpropanolamine, combinations		0	#FFFFFF
A16AB19	5	pegvaliase		0	#FFFFFF
L02BG04	5	letrozole		0	#FFFFFF
A01AD05	5	acetylsalicylic acid		0	#FFFFFF
S01AA22	5	micronomicin		0	#FFFFFF
S01LA07	5	abicipar pegol		0	#FFFFFF
J01MA09	5	sparfloxacin		0	#FFFFFF
N05AB10	5	perazine		0	#FFFFFF
B01AA08	5	ethyl biscoumacetate		0	#FFFFFF
C08CX01	5	mibefradil		0	#FFFFFF
M01AX18	5	feprazone		0	#FFFFFF
M01AE03	5	ketoprofen		0	#FFFFFF
L04AC19	5	satralizumab		0	#FFFFFF
C01DA14	5	isosorbide mononitrate		0	#FFFFFF
N05AB09	5	butaperazine		0	#FFFFFF
A10BB31	5	acetohexamide		0	#FFFFFF
C01EB18	5	ranolazine		0	#FFFFFF
C01CA01	5	etilefrine		0	#FFFFFF
R05CA13	5	cineole		0	#FFFFFF
M05BA01	5	etidronic acid		0	#FFFFFF
S01BA13	5	rimexolone		0	#FFFFFF
R06AB01	5	brompheniramine		0	#FFFFFF
C01BA13	5	hydroquinidine		0	#FFFFFF
N02AA79	5	codeine, combinations with psycholeptics		0	#FFFFFF
J01EB03	5	sulfadimidine		0	#FFFFFF
L01EF03	5	abemaciclib		0	#FFFFFF
D07AD01	5	clobetasol		0	#FFFFFF
M01AX05	5	glucosamine		0	#FFFFFF
R06AA56	5	chlorphenoxamine, combinations		0	#FFFFFF
S01GA53	5	xylometazoline, combinations		0	#FFFFFF
A10BB11	5	glisoxepide		0	#FFFFFF
M01CB02	5	sodium aurotiosulfate		0	#FFFFFF
M03BA71	5	phenprobamate, combinations with psycholeptics		0	#FFFFFF
N06AX24	5	vilazodone		0	#FFFFFF
R07AB52	5	nikethamide, combinations		0	#FFFFFF
D10AD01	5	tretinoin		0	#FFFFFF
R03DX06	5	seratrodast		0	#FFFFFF
R01AD07	5	tixocortol		0	#FFFFFF
N06BX12	5	acetylcarnitine		0	#FFFFFF
L01XK05	5	veliparib		0	#FFFFFF
L01AA03	5	melphalan		0	#FFFFFF
N05BA19	5	etizolam		0	#FFFFFF
N05CX02	5	methaqualone, combinations		0	#FFFFFF
N05AD07	5	benperidol		0	#FFFFFF
B01AB12	5	bemiparin		0	#FFFFFF
C05CA03	5	diosmin		0	#FFFFFF
A06AG04	5	glycerol		0	#FFFFFF
J02AC03	5	voriconazole		0	#FFFFFF
N06AB10	5	escitalopram		0	#FFFFFF
B02AB04	5	camostat		0	#FFFFFF
S01BA09	5	clobetasone		0	#FFFFFF
J01DD13	5	cefpodoxime		0	#FFFFFF
N02AA51	5	morphine, combinations		0	#FFFFFF
N05AX08	5	risperidone		0	#FFFFFF
N01AH06	5	remifentanil		0	#FFFFFF
A07BA51	5	medicinal charcoal, combinations		0	#FFFFFF
C05AA06	5	fluorometholone		0	#FFFFFF
A02BX10	5	zolimidine		0	#FFFFFF
L04AD02	5	tacrolimus		0	#FFFFFF
H01CB01	5	somatostatin		0	#FFFFFF
H03AA04	5	tiratricol		0	#FFFFFF
J01GB12	5	arbekacin		0	#FFFFFF
D11AX13	5	monobenzone		0	#FFFFFF
C04AD03	5	pentoxifylline		0	#FFFFFF
B01AX07	5	caplacizumab		0	#FFFFFF
J05AE04	5	nelfinavir		0	#FFFFFF
G02CA03	5	fenoterol		0	#FFFFFF
C02BB01	5	mecamylamine		0	#FFFFFF
L01DB03	5	epirubicin		0	#FFFFFF
N07AA51	5	neostigmine, combinations		0	#FFFFFF
J01AA02	5	doxycycline		0	#FFFFFF
R06AX24	5	epinastine		0	#FFFFFF
R05CB02	5	bromhexine		0	#FFFFFF
L01DB10	5	amrubicin		0	#FFFFFF
L03AX13	5	glatiramer acetate		0	#FFFFFF
L01XC39	5	belantamab mafodotin		0	#FFFFFF
R03AB02	5	isoprenaline		0	#FFFFFF
N06AA16	5	dosulepin		0	#FFFFFF
H05BX03	5	doxercalciferol		0	#FFFFFF
N01AA01	5	diethyl ether		0	#FFFFFF
S01HA04	5	proxymetacaine		0	#FFFFFF
L02AA04	5	fosfestrol		0	#FFFFFF
D09AA12	5	chlorhexidine		0	#FFFFFF
A06AG07	5	sorbitol		0	#FFFFFF
S01EE05	5	tafluprost		0	#FFFFFF
S01GA03	5	xylometazoline		0	#FFFFFF
D11AH07	5	tralokinumab		0	#FFFFFF
A10XA01	5	tolrestat		0	#FFFFFF
V08AA06	5	ioglicic acid		0	#FFFFFF
C02DB03	5	endralazine		0	#FFFFFF
D08AK06	5	thiomersal		0	#FFFFFF
C01AA01	5	acetyldigitoxin		0	#FFFFFF
R01AC01	5	cromoglicic acid		0	#FFFFFF
N04BC08	5	piribedil		0	#FFFFFF
A14AA01	5	androstanolone		0	#FFFFFF
A03FA02	5	cisapride		0	#FFFFFF
B06AC04	5	conestat alfa		0	#FFFFFF
S01GX11	5	alcaftadine		0	#FFFFFF
B03AA06	5	ferrous succinate		0	#FFFFFF
A10BB01	5	glibenclamide		0	#FFFFFF
G01AD01	5	lactic acid		0	#FFFFFF
N06AF03	5	phenelzine		0	#FFFFFF
B02BX05	5	eltrombopag		0	#FFFFFF
D11AX02	5	gamolenic acid		0	#FFFFFF
R06AE53	5	cyclizine, combinations		0	#FFFFFF
C07AA07	5	sotalol		0	#FFFFFF
N05AF02	5	clopenthixol		0	#FFFFFF
C01DX10	5	dilazep		0	#FFFFFF
V03AE02	5	sevelamer		0	#FFFFFF
L01DB08	5	pirarubicin		0	#FFFFFF
L02BB03	5	bicalutamide		0	#FFFFFF
D01AC12	5	fenticonazole		0	#FFFFFF
N02CC03	5	zolmitriptan		0	#FFFFFF
S01EC01	5	acetazolamide		0	#FFFFFF
R03DX08	5	reslizumab		0	#FFFFFF
B01AC19	5	beraprost		0	#FFFFFF
N05CM13	5	valnoctamide		0	#FFFFFF
G03XA02	5	gestrinone		0	#FFFFFF
A16AB04	5	agalsidase beta		0	#FFFFFF
S01ED05	5	carteolol		0	#FFFFFF
J01DC12	5	cefminox		0	#FFFFFF
N05CM02	5	clomethiazole		0	#FFFFFF
A05BA05	5	epomediol		0	#FFFFFF
M01CC02	5	bucillamine		0	#FFFFFF
J04AK01	5	pyrazinamide		0	#FFFFFF
V03AN03	5	helium		0	#FFFFFF
M03BX03	5	pridinol		0	#FFFFFF
J05AE08	5	atazanavir		0	#FFFFFF
J01GB07	5	netilmicin		0	#FFFFFF
L02AA03	5	ethinylestradiol		0	#FFFFFF
L01XC01	5	edrecolomab		0	#FFFFFF
D01AC01	5	clotrimazole		0	#FFFFFF
R07AB08	5	dimefline		0	#FFFFFF
N03AX16	5	pregabalin		0	#FFFFFF
J07BB03	5	influenza, live attenuated		0	#FFFFFF
R03DX07	5	roflumilast		0	#FFFFFF
M04AA01	5	allopurinol		0	#FFFFFF
G03DC02	5	norethisterone		0	#FFFFFF
H04AA01	5	glucagon		0	#FFFFFF
L01XC19	5	blinatumomab		0	#FFFFFF
N03AA03	5	primidone		0	#FFFFFF
A04AD01	5	scopolamine		0	#FFFFFF
R01BA03	5	phenylephrine		0	#FFFFFF
L03AB61	5	peginterferon alfa-2a, combinations		0	#FFFFFF
M03AC05	5	hexafluronium		0	#FFFFFF
A10BH02	5	vildagliptin		0	#FFFFFF
A02BX03	5	pirenzepine		0	#FFFFFF
P02CX01	5	pyrvinium		0	#FFFFFF
N01AB06	5	isoflurane		0	#FFFFFF
D07AB10	5	alclometasone		0	#FFFFFF
S01BA07	5	fluorometholone		0	#FFFFFF
C01CA15	5	gepefrine		0	#FFFFFF
N02CC04	5	rizatriptan		0	#FFFFFF
N02AA03	5	hydromorphone		0	#FFFFFF
J05AX09	5	maraviroc		0	#FFFFFF
C04AX19	5	suloctidil		0	#FFFFFF
N05AE01	5	oxypertine		0	#FFFFFF
V03AB02	5	nalorphine		0	#FFFFFF
S02AA16	5	ofloxacin		0	#FFFFFF
J01DH03	5	ertapenem		0	#FFFFFF
D08AJ04	5	cetrimide		0	#FFFFFF
D04AB05	5	quinisocaine		0	#FFFFFF
C03DB02	5	triamterene		0	#FFFFFF
C01CA19	5	fenoldopam		0	#FFFFFF
M02AA17	5	niflumic acid		0	#FFFFFF
C01CA18	5	octopamine		0	#FFFFFF
C03BA13	5	fenquizone		0	#FFFFFF
A07AX01	5	broxyquinoline		0	#FFFFFF
L01XH05	5	entinostat		0	#FFFFFF
R01AC02	5	levocabastine		0	#FFFFFF
J01CA16	5	sulbenicillin		0	#FFFFFF
R03AC07	5	isoetarine		0	#FFFFFF
L03AB60	5	peginterferon alfa-2b, combinations		0	#FFFFFF
R01AD57	5	tixocortol, combinations		0	#FFFFFF
B01AE02	5	lepirudin		0	#FFFFFF
C10AA08	5	pitavastatin		0	#FFFFFF
D07AC03	5	desoximetasone		0	#FFFFFF
G04CX04	5	fexapotide		0	#FFFFFF
J01EB07	5	sulfathiazole		0	#FFFFFF
B01AB05	5	enoxaparin		0	#FFFFFF
C10AA03	5	pravastatin		0	#FFFFFF
J01XD03	5	ornidazole		0	#FFFFFF
N03AA01	5	methylphenobarbital		0	#FFFFFF
R06AX11	5	astemizole		0	#FFFFFF
N06BC01	5	caffeine		0	#FFFFFF
B01AB04	5	dalteparin		0	#FFFFFF
D08AA02	5	aminoacridine		0	#FFFFFF
V04CA02	5	glucose		0	#FFFFFF
C04AX11	5	bencyclane		0	#FFFFFF
N06BA05	5	pemoline		0	#FFFFFF
J06BC01	5	nebacumab		0	#FFFFFF
S02DA03	5	phenazone		0	#FFFFFF
A10BK05	5	ipragliflozin		0	#FFFFFF
C03BC01	5	mersalyl		0	#FFFFFF
H01BB03	5	carbetocin		0	#FFFFFF
J01XD01	5	metronidazole		0	#FFFFFF
A16AB13	5	asfotase alfa		0	#FFFFFF
D08AG02	5	povidone-iodine		0	#FFFFFF
J01XX05	5	methenamine		0	#FFFFFF
D08AK04	5	merbromin		0	#FFFFFF
D04AA12	5	tolpropamine		0	#FFFFFF
C09AA10	5	trandolapril		0	#FFFFFF
J01XX04	5	spectinomycin		0	#FFFFFF
C02CC04	5	debrisoquine		0	#FFFFFF
N01AX03	5	ketamine		0	#FFFFFF
J01MB08	5	nemonoxacin		0	#FFFFFF
D09AA13	5	iodoform		0	#FFFFFF
A07EB01	5	cromoglicic acid		0	#FFFFFF
N04BA01	5	levodopa		0	#FFFFFF
N02AB72	5	pethidine, combinations with psycholeptics		0	#FFFFFF
C01BA51	5	quinidine, combinations excl. psycholeptics		0	#FFFFFF
D01AC06	5	tiabendazole		0	#FFFFFF
A05AA02	5	ursodeoxycholic acid		0	#FFFFFF
C01BA71	5	quinidine, combinations with psycholeptics		0	#FFFFFF
A08AA02	5	fenfluramine		0	#FFFFFF
S01KA02	5	hypromellose		0	#FFFFFF
R07AB07	5	almitrine		0	#FFFFFF
L01BA03	5	raltitrexed		0	#FFFFFF
D03AX06	5	becaplermin		0	#FFFFFF
L01EH01	5	lapatinib		0	#FFFFFF
D05AC01	5	dithranol		0	#FFFFFF
N01BB07	5	etidocaine		0	#FFFFFF
P03AA54	5	disulfiram, combinations		0	#FFFFFF
R07AB09	5	mepixanox		0	#FFFFFF
S01XA14	5	heparin		0	#FFFFFF
G03CA03	5	estradiol		0	#FFFFFF
V08AA02	5	metrizoic acid		0	#FFFFFF
J05AP09	5	dasabuvir		0	#FFFFFF
L03AB06	5	interferon alfa-n1		0	#FFFFFF
M01AB55	5	diclofenac, combinations		0	#FFFFFF
G03CA06	5	chlorotrianisene		0	#FFFFFF
A03FA05	5	alizapride		0	#FFFFFF
C02AA01	5	rescinnamine		0	#FFFFFF
C07AB01	5	practolol		0	#FFFFFF
N05BA11	5	prazepam		0	#FFFFFF
L03AX05	5	pidotimod		0	#FFFFFF
L04AC03	5	anakinra		0	#FFFFFF
A16AB12	5	elosulfase alfa		0	#FFFFFF
J05AX07	5	enfuvirtide		0	#FFFFFF
J01CA07	5	epicillin		0	#FFFFFF
N05BA12	5	alprazolam		0	#FFFFFF
B02BX03	5	batroxobin		0	#FFFFFF
J01AA13	5	eravacycline		0	#FFFFFF
H01CB02	5	octreotide		0	#FFFFFF
N06BX07	5	oxiracetam		0	#FFFFFF
R05DA11	5	dimemorfan		0	#FFFFFF
J04AK07	5	thioacetazone		0	#FFFFFF
J01CA10	5	mezlocillin		0	#FFFFFF
L01XX23	5	mitotane		0	#FFFFFF
R05DA06	5	normethadone		0	#FFFFFF
S01AA11	5	gentamicin		0	#FFFFFF
D10AD06	5	trifarotene		0	#FFFFFF
H03BC01	5	potassium perchlorate		0	#FFFFFF
A02BX51	5	carbenoxolone, combinations excl. psycholeptics		0	#FFFFFF
N06BX18	5	vinpocetine		0	#FFFFFF
J04AB01	5	cycloserine		0	#FFFFFF
A08AA10	5	sibutramine		0	#FFFFFF
J05AE07	5	fosamprenavir		0	#FFFFFF
V03AN01	5	oxygen		0	#FFFFFF
J01DB03	5	cefalotin		0	#FFFFFF
L01EB02	5	erlotinib		0	#FFFFFF
S01GA04	5	oxymetazoline		0	#FFFFFF
C01CA09	5	metaraminol		0	#FFFFFF
S01AX05	5	bibrocathol		0	#FFFFFF
M01AA02	5	mofebutazone		0	#FFFFFF
N06AA23	5	quinupramine		0	#FFFFFF
A12AA07	5	calcium chloride		0	#FFFFFF
V03AB37	5	idarucizumab		0	#FFFFFF
C05AE01	5	glyceryl trinitrate		0	#FFFFFF
J01AA09	5	rolitetracycline		0	#FFFFFF
L01CX01	5	trabectedin		0	#FFFFFF
V03AG01	5	sodium cellulose phosphate		0	#FFFFFF
N07BC04	5	lofexidine		0	#FFFFFF
C02AA05	5	deserpidine		0	#FFFFFF
N02BB73	5	aminophenazone, combinations with psycholeptics		0	#FFFFFF
C02KX05	5	riociguat		0	#FFFFFF
P03BX03	5	dibutylphthalate		0	#FFFFFF
N07AX03	5	cevimeline		0	#FFFFFF
D08AC04	5	hexamidine		0	#FFFFFF
N02AC01	5	dextromoramide		0	#FFFFFF
N01BX04	5	capsaicin		0	#FFFFFF
P01CC01	5	nifurtimox		0	#FFFFFF
S03AA08	5	chloramphenicol		0	#FFFFFF
R06AD03	5	thiethylperazine		0	#FFFFFF
L01CE03	5	etirinotecan pegol		0	#FFFFFF
N05AE03	5	sertindole		0	#FFFFFF
N05CM07	5	triclofos		0	#FFFFFF
A04AD13	5	casopitant		0	#FFFFFF
C02CA03	5	trimazosin		0	#FFFFFF
G03EK01	5	methyltestosterone		0	#FFFFFF
C09AA04	5	perindopril		0	#FFFFFF
R03DX03	5	fenspiride		0	#FFFFFF
S01BA04	5	prednisolone		0	#FFFFFF
N01AX10	5	propofol		0	#FFFFFF
N07XX07	5	fampridine		0	#FFFFFF
N02BB54	5	propyphenazone, combinations excl. psycholeptics		0	#FFFFFF
N01AB01	5	halothane		0	#FFFFFF
N02AE01	5	buprenorphine		0	#FFFFFF
S01FA56	5	tropicamide, combinations		0	#FFFFFF
J01XE01	5	nitrofurantoin		0	#FFFFFF
P02DX02	5	dichlorophen		0	#FFFFFF
L01XX44	5	aflibercept		0	#FFFFFF
N05CA02	5	amobarbital		0	#FFFFFF
J01DD12	5	cefoperazone		0	#FFFFFF
R05DB01	5	benzonatate		0	#FFFFFF
C08CA09	5	lacidipine		0	#FFFFFF
A10BB09	5	gliclazide		0	#FFFFFF
D08AC02	5	chlorhexidine		0	#FFFFFF
R02AB03	5	fusafungine		0	#FFFFFF
B03AA07	5	ferrous sulfate		0	#FFFFFF
C09AA06	5	quinapril		0	#FFFFFF
A02BX06	5	proglumide		0	#FFFFFF
B02BB01	5	fibrinogen, human		0	#FFFFFF
C03CA03	5	piretanide		0	#FFFFFF
M03BA52	5	carisoprodol, combinations excl. psycholeptics		0	#FFFFFF
N03AX17	5	stiripentol		0	#FFFFFF
J04AC01	5	isoniazid		0	#FFFFFF
B01AC02	5	cloricromen		0	#FFFFFF
R01AC51	5	cromoglicic acid, combinations		0	#FFFFFF
A11HA03	5	tocopherol (vit E)		0	#FFFFFF
R06AC06	5	thonzylamine		0	#FFFFFF
N05BX04	5	fabomotizole		0	#FFFFFF
L01CD02	5	docetaxel		0	#FFFFFF
R06AA54	5	clemastine, combinations		0	#FFFFFF
A06AB06	5	senna glycosides		0	#FFFFFF
D04AA01	5	thonzylamine		0	#FFFFFF
A14AB03	5	oxabolone cipionate		0	#FFFFFF
R06AX01	5	bamipine		0	#FFFFFF
M05BX02	5	aluminium chlorohydrate		0	#FFFFFF
C01BC09	5	ethacizine		0	#FFFFFF
L01EH03	5	tucatinib		0	#FFFFFF
C09AA03	5	lisinopril		0	#FFFFFF
L01XC29	5	bermekimab		0	#FFFFFF
J01MA17	5	prulifloxacin		0	#FFFFFF
N02AD02	5	phenazocine		0	#FFFFFF
A04AD12	5	aprepitant		0	#FFFFFF
A12CB01	5	zinc sulfate		0	#FFFFFF
J05AX24	5	tecovirimat		0	#FFFFFF
J05AF04	5	stavudine		0	#FFFFFF
A16AX08	5	teduglutide		0	#FFFFFF
N01BB57	5	etidocaine, combinations		0	#FFFFFF
V04CE02	5	sulfobromophthalein		0	#FFFFFF
R06AB56	5	dexbrompheniramine, combinations		0	#FFFFFF
B01AD05	5	fibrinolysin		0	#FFFFFF
G03CB03	5	methallenestril		0	#FFFFFF
R05DB05	5	pentoxyverine		0	#FFFFFF
D04AA15	5	bamipine		0	#FFFFFF
L03AB01	5	interferon alfa natural		0	#FFFFFF
N05AH02	5	clozapine		0	#FFFFFF
J07AM51	5	tetanus toxoid, combinations with diphtheria toxoid		0	#FFFFFF
A11HA08	5	tocofersolan		0	#FFFFFF
D07AC19	5	difluprednate		0	#FFFFFF
C05BB02	5	polidocanol		0	#FFFFFF
B02BD10	5	von Willebrand factor		0	#FFFFFF
L01BB05	5	fludarabine		0	#FFFFFF
R06AB05	5	pheniramine		0	#FFFFFF
P02DX01	5	desaspidin		0	#FFFFFF
V04CH03	5	phenolsulfonphthalein		0	#FFFFFF
C01CX07	5	xamoterol		0	#FFFFFF
L01EG03	5	ridaforolimus		0	#FFFFFF
N01BB06	5	cinchocaine		0	#FFFFFF
B01AD10	5	drotrecogin alfa (activated)		0	#FFFFFF
N02BB72	5	metamizole sodium, combinations with psycholeptics		0	#FFFFFF
N04BC07	5	apomorphine		0	#FFFFFF
B02BX06	5	emicizumab		0	#FFFFFF
A03AA05	5	trimebutine		0	#FFFFFF
L03AX03	5	BCG vaccine		0	#FFFFFF
S01FA01	5	atropine		0	#FFFFFF
N06BX05	5	fipexide		0	#FFFFFF
C03AA13	5	mebutizide		0	#FFFFFF
L02BG05	5	vorozole		0	#FFFFFF
D01AA03	5	hachimycin		0	#FFFFFF
N03AX25	5	cenobamate		0	#FFFFFF
C01AC03	5	cymarin		0	#FFFFFF
A01AB16	5	mepartricin		0	#FFFFFF
P01AB03	5	ornidazole		0	#FFFFFF
C10AC02	5	colestipol		0	#FFFFFF
L03AB04	5	interferon alfa-2a		0	#FFFFFF
J01GB01	5	tobramycin		0	#FFFFFF
B01AE04	5	melagatran		0	#FFFFFF
L01XX67	5	tagraxofusp		0	#FFFFFF
B01AD08	5	saruplase		0	#FFFFFF
A16AB08	5	galsulfase		0	#FFFFFF
J01XB02	5	polymyxin B		0	#FFFFFF
S01AA15	5	dihydrostreptomycin		0	#FFFFFF
N07XX10	5	laquinimod		0	#FFFFFF
B05XB03	5	lysine		0	#FFFFFF
G01AA06	5	hachimycin		0	#FFFFFF
J02AB01	5	miconazole		0	#FFFFFF
R05DB07	5	oxolamine		0	#FFFFFF
J04AB02	5	rifampicin		0	#FFFFFF
D01AE09	5	sulbentine		0	#FFFFFF
J01FA02	5	spiramycin		0	#FFFFFF
C04AC01	5	nicotinic acid		0	#FFFFFF
A06AB02	5	bisacodyl		0	#FFFFFF
C01DX15	5	cloridarol		0	#FFFFFF
A03AX14	5	valethamate		0	#FFFFFF
S01AB02	5	sulfafurazole		0	#FFFFFF
B03BA53	5	hydroxocobalamin, combinations		0	#FFFFFF
A07XA06	5	crofelemer		0	#FFFFFF
R06AX16	5	deptropine		0	#FFFFFF
N04BC09	5	rotigotine		0	#FFFFFF
L01XX40	5	omacetaxine mepesuccinate		0	#FFFFFF
G03XC03	5	lasofoxifene		0	#FFFFFF
H02CA01	5	trilostane		0	#FFFFFF
N06BA03	5	metamfetamine		0	#FFFFFF
A05AX02	5	hymecromone		0	#FFFFFF
A11CC01	5	ergocalciferol		0	#FFFFFF
L01XC34	5	moxetumomab pasudotox		0	#FFFFFF
R03CC10	5	carbuterol		0	#FFFFFF
L01XC17	5	nivolumab		0	#FFFFFF
D09AA06	5	triclosan		0	#FFFFFF
J05AG02	5	delavirdine		0	#FFFFFF
D09AA11	5	benzalkonium		0	#FFFFFF
B01AB02	5	antithrombin III		0	#FFFFFF
D10AF07	5	minocycline		0	#FFFFFF
A07EA04	5	betamethasone		0	#FFFFFF
J01GB14	5	plazomicin		0	#FFFFFF
C03AX01	5	hydrochlorothiazide, combinations		0	#FFFFFF
A16AB18	5	vestronidase alfa		0	#FFFFFF
N05CM16	5	niaprazine		0	#FFFFFF
N05BE01	5	buspirone		0	#FFFFFF
L04AB04	5	adalimumab		0	#FFFFFF
H02CA03	5	ketoconazole		0	#FFFFFF
D10AE51	5	benzoyl peroxide, combinations		0	#FFFFFF
L01EX05	5	regorafenib		0	#FFFFFF
N03AG01	5	valproic acid		0	#FFFFFF
R05DB25	5	morclofone		0	#FFFFFF
J01EA02	5	brodimoprim		0	#FFFFFF
A16AX14	5	migalastat		0	#FFFFFF
A10BX05	5	pramlintide		0	#FFFFFF
H02AB11	5	prednylidene		0	#FFFFFF
L01BB02	5	mercaptopurine		0	#FFFFFF
J01CA13	5	ticarcillin		0	#FFFFFF
N05AL07	5	levosulpiride		0	#FFFFFF
G04BE07	5	apomorphine		0	#FFFFFF
D08AJ57	5	octenidine, combinations		0	#FFFFFF
R02AA02	5	dequalinium		0	#FFFFFF
G03XB51	5	mifepristone, combinations		0	#FFFFFF
N02AX05	5	meptazinol		0	#FFFFFF
C09AA02	5	enalapril		0	#FFFFFF
D10AA01	5	fluorometholone		0	#FFFFFF
S01AX09	5	chlorhexidine		0	#FFFFFF
D01AC07	5	tioconazole		0	#FFFFFF
C03AH02	5	hydroflumethiazide, combinations		0	#FFFFFF
G04BX13	5	dimethyl sulfoxide		0	#FFFFFF
V08AC09	5	tyropanoic acid		0	#FFFFFF
G01AX06	5	furazolidone		0	#FFFFFF
N02BE05	5	propacetamol		0	#FFFFFF
H01BB02	5	oxytocin		0	#FFFFFF
J05AP02	5	telaprevir		0	#FFFFFF
D11AX26	5	caffeine		0	#FFFFFF
B03AB10	5	ferric maltol		0	#FFFFFF
N05AC03	5	mesoridazine		0	#FFFFFF
N05CM04	5	carbromal		0	#FFFFFF
L01EX19	5	ripretinib		0	#FFFFFF
L01EB06	5	olmutinib		0	#FFFFFF
L01XD03	5	methyl aminolevulinate		0	#FFFFFF
A03AX11	5	caroverine		0	#FFFFFF
L04AX06	5	pomalidomide		0	#FFFFFF
L03AX21	5	elapegademase		0	#FFFFFF
A02BA04	5	nizatidine		0	#FFFFFF
G04BD02	5	flavoxate		0	#FFFFFF
J01FA01	5	erythromycin		0	#FFFFFF
R03AC16	5	procaterol		0	#FFFFFF
P01CX04	5	miltefosine		0	#FFFFFF
N04BC04	5	ropinirole		0	#FFFFFF
A10BJ05	5	dulaglutide		0	#FFFFFF
M01AH01	5	celecoxib		0	#FFFFFF
L01EM01	5	idelalisib		0	#FFFFFF
D07AB02	5	hydrocortisone butyrate		0	#FFFFFF
V03AF01	5	mesna		0	#FFFFFF
A07AA01	5	neomycin		0	#FFFFFF
D06BX01	5	metronidazole		0	#FFFFFF
R05DB15	5	zipeprol		0	#FFFFFF
L01AA02	5	chlorambucil		0	#FFFFFF
C03DA03	5	canrenone		0	#FFFFFF
S01BA08	5	medrysone		0	#FFFFFF
C10AB05	5	fenofibrate		0	#FFFFFF
P01AA02	5	clioquinol		0	#FFFFFF
D06AX15	5	rifamycin		0	#FFFFFF
C04AX01	5	cyclandelate		0	#FFFFFF
N02CD01	5	erenumab		0	#FFFFFF
P03AB51	5	clofenotane, combinations		0	#FFFFFF
B03BA03	5	hydroxocobalamin		0	#FFFFFF
D06AA03	5	oxytetracycline		0	#FFFFFF
C01CA51	5	etilefrine, combinations		0	#FFFFFF
S01AB05	5	sulfafenazol		0	#FFFFFF
J01FF01	5	clindamycin		0	#FFFFFF
M05BA06	5	ibandronic acid		0	#FFFFFF
A03AB12	5	mepenzolate		0	#FFFFFF
L04AA13	5	leflunomide		0	#FFFFFF
S01AX18	5	povidone-iodine		0	#FFFFFF
G03GA09	5	corifollitropin alfa		0	#FFFFFF
J07AF01	5	diphtheria toxoid		0	#FFFFFF
P01AX11	5	nitazoxanide		0	#FFFFFF
N05CD02	5	nitrazepam		0	#FFFFFF
L01AX04	5	dacarbazine		0	#FFFFFF
S02AA06	5	hydrogen peroxide		0	#FFFFFF
C01BD03	5	bunaftine		0	#FFFFFF
S01AE03	5	ciprofloxacin		0	#FFFFFF
R03CB02	5	methoxyphenamine		0	#FFFFFF
J01MA12	5	levofloxacin		0	#FFFFFF
